Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Used ISBN,Genre
24971567,"食戟のソーマ 12 [Shokugeki no Souma 12] (Food Wars: Shokugeki no Soma, #12)",Yūto Tsukuda,"Tsukuda, Yūto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀",4088803310,9784088803319,5,4.34,Shueisha,Paperback,192.0,2015.0,2015.0,2016/08/13,2016/08/13,,,read,OMG this was amazing!!! AND THE CLIFFHANGER,,,1,0,9784088803319,Not Found
18367581,"Afterworlds (Afterworlds, #1)",Scott Westerfeld,"Westerfeld, Scott",,1481422340,9781481422345,3,3.72,Simon & Schuster Books for Young Readers,Hardcover,599.0,2014.0,2014.0,2016/08/10,2016/08/10,,,read,"Other than being slightly unrealistic and slow at multiple parts of the book, it was entertaining.",,,1,0,9781481422345,"East Indian Americans, Ghost stories, JUVENILE FICTION / Social Issues / New Experience, JUVENILE FICTION / Love & Romance, Juvenile fiction, Dead, Fiction, Lesbians, Future life, Authorship, Ghosts, Young adult fiction, Love, New York Times reviewed, Children's fiction, Authorship, fiction, Future life, fiction, Death, fiction, Ghosts, fiction, Love, fiction, New york (n.y.), fiction, Homosexuality, fiction"
29058155,"Harry Potter and the Cursed Child (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling",,,5,3.48,Pottermore,Kindle Edition,320.0,2016.0,2016.0,2016/08/01,2016/02/10,,,read,"I cried only once, but I laughed many many times.  I also stopped reading and curled up into a ball and screamed like I was on agony multiple times.  My mother actually yelled at me for being too loud.",,,1,0,,No ISBN
22060619,Enter Title Here,Rahul Kanakia,"Kanakia, Rahul",,1484723872,9781484723876,4,3.43,Disney-Hyperion,Hardcover,343.0,2016.0,2016.0,2016/08/03,2016/01/28,,,read,"This book's format is not what I expected, but I enjoyed it all the same.  The protagonist's school is very similar to my school, so I was anticipating this book for many many months before it came out.  <br/><br/>The dynamic of the main character is a refreshing change from normal YA contemporary main characters.  She's ruthless, selfish, and actually cares about school.  <br/><br/>In a way, YA contemporary has always felt very fictional, and fantastical.  In no way were their high school lives like mine is going.  The feel and surroundings of this book were uncanny to my school. I highly enjoyed reading this book, although I can't relate directly, because she's right.   If I was exactly like her I wouldn't have had time to read this book.",,,1,0,9781484723876,"East Indian Americans, Young adult fiction, Fiction, Perfectionism (Personality trait), College choice, High schools, Schools, Authorship, Children's fiction, Schools, fiction, Authorship, fiction, Friendship, fiction, New York Times reviewed"
6584019,The Karma Club,Jessica Brody,"Brody, Jessica",,0374339791,9780374339791,3,3.71,"Farrar, Straus and Giroux (BYR)",Hardcover,258.0,2010.0,2010.0,2016/07/30,2016/07/30,,,read,"This was a high three star book.  I highly enjoyed it, but some characters seemed to make stupid decisions that annoyed me, and other characters weren't very flushed. However, it was quite enjoyable and I read it in about an hour.",,,1,0,9780374339791,"Conduct of life, Revenge, Fiction, Interpersonal relations, High schools, Schools, Juvenile fiction, Clubs, Children's fiction, Interpersonal relations, fiction, Conduct of life, fiction, Schools, fiction"
29222548,All the Feels,Danika Stone,"Stone, Danika",,1250084091,9781250084095,4,3.51,Swoon Reads,Paperback,336.0,2016.0,2016.0,2016/07/30,2016/07/30,,,read,"This book really is a book for obsessive fans.  Fans, like me, who live and breath fandom.  We don't just enjoy TV shows, movies, and books.  We cry, scream, and yell about them.  When it ends, we scramble for fanart and fanfiction to satisfy our need for content, and the main character, Liv is exactly that.  <br/><br/>I have never related to another character as realistically as Liv before in practically any other book.  <br/><br/>This was a very very good read.  Highly recommend to any other crazy fangirls out there.",,,1,0,9781250084095,"Motion pictures, Love, Juvenile fiction, Fans (Persons), Friendship, Friendship in adolescence, Fiction, Children's fiction, Love, fiction, Friendship, fiction, Motion pictures, fiction, JUVENILE FICTION / Love & Romance, JUVENILE FICTION / Social Issues / Friendship"
25162626,Yana Toboso Artworks: Black Butler 1,Yana Toboso,"Toboso, Yana",Tomo Kimura,0316304417,9780316304412,5,4.7,Yen Press,Hardcover,128.0,2015.0,2014.0,2016/01/01,2015/10/01,,,read,,,,1,0,9780316304412,"Illustrations, Graphic novels, Butlers, Comic books, strips, Comics & graphic novels, manga, crime & mystery, Japan, fiction"
22839631,"暗殺教室 10 [Ansatsu Kyoushitsu 10] (Assassination Classroom, #10)",Yusei Matsui,"Matsui, Yusei",松井優征,4088801377,9784088801377,5,4.29,集英社,Paperback,192.0,2014.0,2014.0,2016/07/13,2016/07/13,,,read,,,,1,0,9784088801377,"Assassins, Teacher-student relationships, Study and teaching, Extraterrestrial beings, Junior high school students, Murder, Comic books, strips"
22020308,"暗殺教室 9 [Ansatsu Kyoushitsu 9] (Assassination Classroom, #9)",Yusei Matsui,"Matsui, Yusei",松井優征,4088800591,9784088800592,5,4.33,集英社,Paperback,192.0,2014.0,2014.0,2016/07/13,2016/07/13,,,read,,,,1,0,9784088800592,"Assassins, Teacher-student relationships, Study and teaching, Extraterrestrial beings, Junior high school students, Murder, Comic books, strips"
21393586,"暗殺教室 8 [Ansatsu Kyoushitsu 8] (Assassination Classroom, #8)",Yusei Matsui,"Matsui, Yusei",松井優征,4088800281,9784088800288,5,4.4,集英社,Paperback,192.0,2014.0,2014.0,2016/07/13,2016/07/13,,,read,,,,1,0,9784088800288,"Assassins, Teacher-student relationships, Study and teaching, Extraterrestrial beings, Junior high school students, Murder, Comic books, strips"
22447402,"東京喰種トーキョーグール 7 [Tokyo Guru 7] (Tokyo Ghoul, #7)",Sui Ishida,"Ishida, Sui",石田スイ,4088795466,9784088795461,5,4.55,集英社,Paperback,200.0,2013.0,2013.0,2016/07/10,2016/07/10,,,read,,,,1,0,9784088795461,Not Found
22447397,"東京喰種トーキョーグール 6 [Tokyo Guru 6] (Tokyo Ghoul, #6)",Sui Ishida,"Ishida, Sui",石田スイ,4088794982,9784088794983,5,4.38,集英社,Paperback,200.0,2013.0,2013.0,2016/07/10,2016/07/10,,,read,My favorite so far,,,1,0,9784088794983,Not Found
20318855,ハイキュー!! 1 [Haikyū!! 1],Haruichi Furudate,"Furudate, Haruichi",古舘 春一,4088704533,9784088704531,5,4.56,集英社 [Shūeisha],Paperback,192.0,2012.0,2012.0,2016/07/09,2016/07/09,,,read,EKKKKKK,,,1,0,9784088704531,"High school athletes, Volleyball players, Comic books, strips"
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,,,2,4.26,Pamela Dorman Books/Viking,Hardcover,369.0,2012.0,2012.0,2016/06/28,2016/06/02,,,read,"I honestly don't understand what all the hype for this book was about.  It really is kind of meh.  The characters are meh, the plot is meh, and it's just so predictable and cliche.  I didn't even cry and that's why I put the book off for so long, because I didn't want to cry.  Oh, well.  Maybe next time. The movie will probably make me cry though. ",,,1,0,,No ISBN
25664563,"Love Me Never (Lovely Vicious, #1)",Sara Wolf,"Wolf, Sara",,1633752291,9781633752290,4,4.0,Entangled: Teen,Paperback,304.0,2016.0,2015.0,2016/06/24,2016/06/24,,,read,"So cliche, but so enjoyable and entertaining to read!",,,1,0,9781633752290,"Juvenile fiction, High school students, Teenagers, Children's fiction, Love, fiction"
23369370,"Hello, Goodbye, and Everything in Between",Jennifer E. Smith,"Smith, Jennifer E.",,0316334421,9780316334426,4,3.53,Poppy,Hardcover,246.0,2015.0,2015.0,2016/06/13,2015/05/08,,,read,"Any book by Jennifer E. Smith is going on my TBR!! I loved all her previous books and can't wait for this one!<br/><br/><br/><br/>This book was wonderful, much like Jennifer's other novels, but not quite up to par.  I highly enjoyed it.",,,1,0,9780316334426,"Love, Dating (Social customs), Fiction, College students, Juvenile fiction, Children's fiction, Dating (social customs), fiction, Love, fiction"
7824322,Between Shades of Gray,Ruta Sepetys,"Sepetys, Ruta",,0399254129,9780399254123,5,4.37,Philomel Books,Hardcover,344.0,2011.0,2011.0,2016/06/24,2016/02/10,,,read,"This book is very very realistic, important, gritty, and while being absolutely sad, the author manages to wrap it in a light layer of hope. <br/><br/>This book was amazing, and I hope everyone has the chance to read it. <br/><br/>I didn't want it to end where it ended, I wanted to continue reading about the everyday life and struggles fought by the characters.  <br/><br/>I'm not even sure how to fully express how much I loved this book and how much I feel that it is needed.",,,1,0,9780399254123,"Labor camps, Juvenile fiction, Fiction, Survival, History, Large type books, Historical fiction, Children's fiction, Survival, fiction, Siberia (russia), fiction, Soviet union, history, fiction, Europe, history, fiction, Survivalism, World War, 1939-1945, Deportations from Lithuania, Concentration camps, Resilience (Personality trait), Drawing, Souvenirs (Keepsakes), Romans, nouvelles, etc. pour la jeunesse, Histoire, Camps de concentration, Résilience (Trait de personnalité), Roman historique, Deportation, Romans historiques, Guerre mondiale, 1939-1945, Romans, Déportés lituaniens, Dessin, Souvenir, Campos de concentración, Historia, Ficción juvenil, Supervivencia, nyt:chapter-books=2011-04-10, New York Times bestseller, New York Times reviewed"
9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,"Perkins, Stephanie",,0525425632,9780525425632,5,3.99,Dutton,Hardcover,339.0,2014.0,2014.0,2016/06/21,2016/06/22,,,read,"Very cute, made me feel happier when everything was going bad on my vacation.",,,1,0,9780525425632,"Schools, Foreign study, Fiction, Love, Boarding schools, JUVENILE FICTION / Love & Romance, JUVENILE FICTION / Social Issues / Dating & Sex, JUVENILE FICTION / Social Issues / Friendship, Children's fiction, Love, fiction, Boarding schools, fiction, Paris (france), fiction"
30037861,"Silver Stars (Front Lines, #2)",Michael  Grant,"Grant, Michael",,0062342185,9780062342188,0,4.39,HarperCollins,Hardcover,548.0,2017.0,2017.0,,2016/04/29,to-read,to-read (#35),to-read,,,,0,0,9780062342188,"Women in combat, Alternative histories (Fiction), World War, 1939-1945, Fiction, Children's fiction, World war, 1939-1945, fiction, Soldiers, fiction"
23870836,Infinite in Between,Carolyn Mackler,"Mackler, Carolyn",,0062323059,9780062323057,3,3.63,HarperTeen ,Kindle Edition,480.0,2015.0,2015.0,2016/06/12,2016/06/12,,,read,"I really liked the overall concept that was in the synopsis of the book, but the actual story didn't really feel all that interesting.   I know that it's hard to write five different stories that span all across four years, but I didn't feel connected to the characters and everything felt rushed and unfinished.  It was kind of just meh to me, but there were a few parts that were a little bit interesting.  ",,,1,0,9780062323057,"Schools, Friendship, High school students, Family life, Fiction, Juvenile fiction, Families, YOUNG ADULT FICTION, Coming of Age, Girls & Women, Social Themes, Emotions & Feelings, School stories, Children's fiction, Friendship, fiction, Family life, fiction, Schools, fiction, Family, fiction, Students, fiction"
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,0060935464,9780060935467,4,4.26,Harper Perennial Modern Classics ,Paperback,323.0,2006.0,1960.0,2016/06/01,2016/04/07,,,read,,,,1,0,9780060935467,"fiction, fiction classics, contemporary fiction, racial segregation, mob mentality, Southern Gothic, southern life, racial injustice, class, courage, compassion, gender roles, laws, loss of innocence, rape trials, domestic fiction, legal stories, Bildungsromans, Race relations, Lawyers, Girls, Prejudices, Fathers and daughters, Trials (Rape), Great Depression, African Americans, Father-daughter relationship,, Toleranz, Kind, American fiction (fictional works by one author), Fiction, coming of age, Fiction, family life, Fiction, legal, Fathers and daughters, fiction, Southern states, fiction, Lawyers, fiction, African americans, fiction, Social life and customs, Manners and customs, Padres e hijas, Novela, Relaciones raciales, Procesos por violación, Spanish language materials, Father-daughter relationship, New York Times reviewed, American literature, Fiction, family life, general, Large type books, Muchachas, Ficción, Relations raciales, Romans, nouvelles, Procès (Viol), Filles, Classics, Literary, American fiction, Estados del Sur (Estados Unidos), Juvenile fiction, Families, Fiction, general"
26465507,My Sister Rosa,Justine Larbalestier,"Larbalestier, Justine",,1760112224,9781760112226,0,3.78,Allen & Unwin,Paperback,405.0,2016.0,2016.0,,2016/05/22,to-read,to-read (#37),to-read,,,,0,0,9781760112226,"Australians, Psychopaths, Brothers and sisters, Fiction, United states, fiction, Brothers and sisters, fiction, Fiction, general, Juvenile fiction, Frères et sœurs, Romans, nouvelles, etc. pour la jeunesse, Psychopathes, Australiens, YOUNG ADULT FICTION / Family / Siblings, YOUNG ADULT FICTION / Social Themes / Depression, YOUNG ADULT FICTION / Thrillers & Suspense"
28669595,The Scourge,Jennifer A. Nielsen,"Nielsen, Jennifer A.",,0545682452,9780545682459,0,4.04,Scholastic Press,Hardcover,368.0,2016.0,2016.0,,2016/05/17,to-read,to-read (#36),to-read,,,,0,0,9780545682459,"Conspiracies, Adventure stories, Resistance to Government, Epidemics, Best friends, Juvenile fiction, Communicable diseases, Children's fiction, Communicable diseases, fiction, Conspiracies, fiction, Friendship, fiction, Adventure and adventurers, fiction"
6316171,Hate List,Jennifer  Brown,"Brown, Jennifer",,0316041440,9780316041447,3,4.0,"Little, Brown Books for Young Readers",Hardcover,405.0,2009.0,2009.0,2016/05/13,2016/05/10,,,read,"I really liked the characters, plot, storyline, and depth to this story.  <br/><br/>The only issues I had were that the book was quite slow in a few areas.",,,1,0,9780316041447,"Fiction, School shootings, Emotional problems, High schools, Schools, Family problems, Forgiveness, Juvenile Fiction, Children's fiction, Schools, fiction, Emotions, fiction, Family life, fiction, Juvenile fiction, Emotional problems of teenagers, Dysfunctional families, Juvenile ficgtion"
26095121,The Haters,Jesse Andrews,"Andrews, Jesse",,1613129483,9781613129487,3,3.41,Amulet Books,Kindle Edition,352.0,2016.0,2016.0,2016/04/30,2016/04/24,,,read,"I liked this book a lot more than [b:Me and Earl and the Dying Girl|12700353|Me and Earl and the Dying Girl|Jesse Andrews|https://d.gr-assets.com/books/1337216932s/12700353.jpg|17831620] but it was still pretty average.  <br/><br/>The only thing I can commend the author on, is capturing how teenagers truly speak and act.  They do use the same inappropriate joke over and over and over and over and over again, and while it's annoying it's 100% accurate.  ",,,1,0,9781613129487,"Bands (Music), Friendship, Musicians, Fiction, Children's fiction, Bands (music), fiction, Musicians, fiction, Friendship, fiction, Humorous stories, JUVENILE FICTION / Humorous Stories, JUVENILE FICTION / Social Issues / Friendship, JUVENILE FICTION / Performing Arts / Music, nyt:young-adult-hardcover=2016-05-08, New York Times bestseller, collectionID:EanesChallenge, collectionID:AlpineChallenge, collectionID:bannedbooks"
18743370,"Front Lines (Front Lines, #1)",Michael  Grant,"Grant, Michael",,0062342150,9780062342157,4,4.09,Katherine Tegen Books,Hardcover,548.0,2016.0,2016.0,2016/04/29,2016/03/05,,,read,"This book was damn good, but dragged out in a few places.  <br/><br/>It was wonderful to be able to read a story where females were able to fight on the front lines. <br/><br/>I remember it was just a year ago, and my mother told me that females weren't allowed to be drafted.  I was shocked.  I had no idea the America was still so sexist.  I asked why. <br/>My mother said it was because it sucks when people hear 100 soldiers dead.  But it's worse to hear 100 Women dead.  I was perplexed.  I told her, there was no difference in my eyes, and my mother said it was good to think that way, but most people don't.  <br/><br/>This book showed racism and sexism that would have existed during that time and didn't go overboard with feminism.  There are some things girls just can't be on equal footing with guys, like strength because of males simply have more testosterone.  But, in terms of skill and intelligence, Grant portrayed a story in which not only did our main characters overcome the prejudice, they were damn good at being equal or even better in a few areas.  <br/><br/>I recommend this book to anyone who's looking for a twist on World War II.",,,1,0,9780062342157,"Women soldiers, Juvenile fiction, World War, 1939-1945, Children's fiction, Soldiers, fiction, War, fiction"
20983362,"Passenger (Passenger, #1)",Alexandra Bracken,"Bracken, Alexandra",,1484715772,9781484715772,3,3.75,Disney-Hyperion,Hardcover,496.0,2016.0,2016.0,2016/01/23,2016/01/15,,,read,"I loved this book a lot.  However, sometimes I was confused and I didn't really understand what was going on but I usually got on teach pretty quickly.  <br/><br/>Solid read.",,,1,0,9781484715772,"JUVENILE FICTION / Action & Adventure / General, Love, Ocean travel, JUVENILE FICTION / Love & Romance, JUVENILE FICTION / Fantasy & Magic, Fiction, Violinists, Juvenile fiction, Time travel, Romance fiction, Adventure stories, nyt:young-adult-hardcover=2016-01-24, New York Times bestseller, New York Times reviewed, nyt:young-adult-paperback=2017-01-22, Children's fiction, Adventure and adventurers, fiction, Time travel, fiction, Love, fiction"
21525995,In Real Life,Jessica  Love,"Love, Jessica",,,,3,3.57,St. Martin's Press,Kindle Edition,220.0,2016.0,2016.0,2016/03/27,2016/03/25,,,read,"I was very excited for this book and I bought it the day after I heard about it.  Internet friends that turns into a relationship? it intrigued me because I spend lots of time on the internet and have friends of my own from there that live quite far away from me.  <br/><br/>I read this book the day after I bought it, today, in 45 minutes on a plane ride.  The words and story were candy, I couldn't stop reading, although I didn't have much else to do on the airplane. <br/><br/> I had quite a few problems with what the book teaches.  The main character who is supposed to be a goody two shoes straight A student, ends up getting a fake ID, gambling and drinking to no end.  In fact, all the minors drink until they are drunk in this book multiple times.  AND THERE IS NO CONSEQUENCES! The author breezes over it and they barely have hangovers or any problems which result from drinking.  If anything, it solves their problems.  I hated the fact that an author would be promoting underage drinking in her book for young teenagers.  It made be feel disgusted.  <br/><br/>Other than the moral issues, I enjoyed the plot and cuteness of the other parts of the story.",,,1,0,,No ISBN
23299512,"This Savage Song (Monsters of Verity, #1)",Victoria E. Schwab,"Schwab, Victoria E.",,0062380877,9780062380876,0,4.03,Greenwillow Books,ebook,464.0,2016.0,2016.0,,2016/03/30,to-read,to-read (#34),to-read,,,,0,0,9780062380876,"Love, Juvenile fiction, Fiction, Fantasy, Boarding schools, Interpersonl relations in adolescence, Monsters, Good and evil, Children's fiction, Good and evil, fiction, Love, fiction, Fantasy fiction, nyt:young-adult-hardcover=2016-07-24, New York Times bestseller"
257845,True Grit,Charles Portis,"Portis, Charles",,1585673692,9781585673698,2,4.17,Overlook Press,Paperback,224.0,2002.0,1968.0,2016/03/27,2016/03/20,,,read,"I get that the language fits the time period and education of the character, but it was just annoying and hard to read for me.  <br/><br/>The story was also extremely boring and I thought there would be lots of action, but there really wasn't.",,,1,0,9781585673698,"Death, Teenage girls, Western fiction, United States marshals, Fathers, Fiction in English, Revenge, Fiction, Outlaws, Fiction, westerns, Fiction, humorous, Large type books, Western stories, Fiction, humorous, general"
22447384,"東京喰種トーキョーグール 5 [Tokyo Guru 5] (Tokyo Ghoul, #5)",Sui Ishida,"Ishida, Sui",石田スイ,4088794788,9784088794785,4,4.34,集英社,Paperback,200.0,2012.0,2012.0,2016/03/25,2016/03/25,,,read,,,,1,0,9784088794785,Not Found
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,1591846919,9781591846918,2,4.05,Penguin Portfolio,Hardcover,248.0,2013.0,2013.0,2016/03/10,2016/03/04,,,read,"I honestly think I didn't like this book solely because I'm 14 and don't understand any of the work jokes in this book.  <br/><br/>I thought a few of the passages were boring and a few were really really interesting, but most were kind of mediocre.   <br/><br/>This book really isn't bad, I'm just too young for it.",,,1,0,9781591846918,"Cartoonists, Motivation (Psychology), Humor, Vocational guidance, Biography, BUSINESS & ECONOMICS / Careers / General, BUSINESS & ECONOMICS / Motivational, BIOGRAPHY & AUTOBIOGRAPHY / Business, Motivation (psychology), Success in business, Humor, topic, business & professional"
13260741,"Thief of Souls (The Star Shards Chronicles, #2)",Neal Shusterman,"Shusterman, Neal",,1442451122,9781442451124,4,3.98,Simon & Schuster Books for Young Readers,Paperback,320.0,2013.0,1999.0,2015/01/30,2015/01/30,,,read,,,,1,0,9781442451124,"Horror stories, Supernatural, Fiction, Children's fiction, Supernatural, fiction"
22297138,"The Novice (Summoner, #1)",Taran Matharu,"Matharu, Taran",,1250067138,9781250067135,0,4.12,Feiwel and Friends,Kindle Edition,398.0,2015.0,2015.0,,2016/03/06,to-read,to-read (#33),to-read,,,,0,0,9781250067135,"Children's fiction, Apprentices, fiction, Schools, fiction, Demonology, fiction, Fantasy fiction"
23367270,"The Darkest Magic (Spirits and Thieves, #2)",Morgan Rhodes,"Rhodes, Morgan",,1595147616,9781595147615,0,4.1,Razorbill,Hardcover,426.0,2016.0,2016.0,,2016/03/05,to-read,to-read (#31),to-read,,,,0,0,9781595147615,"Books and reading, Fantasy, Magic, Fiction, Children's fiction, Magic, fiction, Books, fiction, Fantasy fiction"
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,0743477111,9780743477116,1,3.74,Washington Square Press,Mass Market Paperback,281.0,2002.0,1597.0,2016/03/05,2016/02/18,,,read,"I didn't dislike this book because of the old English or because of the play format.  I dislike this book because of the messages it tells teenagers. <br/><br/>How can teaching that your boyfriend/girlfriend of a day is more important than the family who has raised you?<br/><spoiler><br/>And we recently had an assembly on how suicide is wrong and how you should get help if you need it, and that it doesn't solve any problems.  However, in this story after Romeo and Juliet both commit suicide for stupid reasons, it solves all the problems including the big feud between the two families, which by the way we get no background on why they hate each other either.  </spoiler><br/><br/>I just really hated the whole book.  ",,,1,0,9780743477116,"Bibliography, British and irish drama (dramatic works by one author), English Children's plays, Classical Literature, Conflicto entre generaciones, Conflict of generations, courtship, Criticism and interpretation, Drama, Drama inglés, Dramatic production, Enemistad mortal, English drama (collections), early modern and elizabethan, 1500-1600, English literature, English literature, study and teaching, English Love stories, English Young adult drama, Families, Fiction, History and criticism, Juvenile drama, Juvenile literature, Juventud, Language and linguistics, Literature, Love-Romance-Fiction, Love in adolescence, Man-woman relationships, Married people, open_syllabus_project, Performing Arts, Plays, Quartos, Reading Level-Grade 9, Reading Level-Grade 10, Reading Level-Grade 11, Reading Level-Grade 12, Shakespeare, Sources, Specimens, Stage history, Study guides, Suicide, Suspense-Fiction, Teatro, Tragedias, Tragedy, Vendetta, Youth, Shakespeare, william, 1564-1616, Shakespeare, william, 1564-1616, romeo and juliet, Shakespeare, william, 1564-1616, juvenile literature, Shakespeare, william, 1564-1616, criticism, textual, Shakespeare, william, 1564-1616, outlines, syllabi, etc., Shakespeare, william, 1564-1616, dramatic production, Shakespeare, william, 1564-1616, stage history, Shakespeare, william, 1564-1616, criticism and interpretation, Drama, british and irish, Shakespeare, william, 1564-1616, adaptations, Critique et interprétation, Romeo and Juliet (Shakespeare, William), Romeo (Fictitious character), Juliet (Fictitious character), English drama, Love, Adaptations, Comics & graphic novels, literary, Drama, collections, Translations, Tragedies, Man-woman relationship, Spanish language, Motion picture plays, Romeo and Juliet, Traducciones al español, 18.05 English literature, Examinations, Fiction, general, Vendetta -- Drama, Youth -- Drama, Verona (Italy) -- Drama, Juliet (Fictitious character) -- Drama, Romeo (Fictitious character) -- Drama, Conflict of generations -- Drama, English drama (Tragedy), Translations into Spanish, Early modern and Elizabethan, Teatro inglés (Tragedia), Literatura inglesa, Theater, Aufführung, Geschichte, Drama (dramatic works by one author), Caricatures and cartoons, Cartoons and comics, Caricatures et dessins humoristiques, Children's plays, Translations into Tibetan, Translations into German, Literature and society, History, Children's non-fiction, Shakespeare, william , 1564-1616, Stage historyshakespeare, william , 1564-1616, Conflict of generations--drama, Vendetta--drama, Youth--drama, Pr2831.a2 b38 2009, Romeo (fictitious character)--drama, Juliet (fictitious character)--drama, Vendetta--italy--verona--drama, Pr2831.a2 w35 2012, 822.33, Foreign relations"
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,5,4.15,Putnam Juvenile,Hardcover,305.0,2011.0,2011.0,,2015/01/17,,,read,,,,1,0,,No ISBN
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,0007442912,9780007442911,2,3.97,HarperCollins Children's Books,Hardcover,525.0,2012.0,2012.0,,2016/02/29,,,read,,,,1,0,9780007442911,"Future, faction, Identity, fiction, Family, fiction, Courage, fiction, Science fiction, Children's fiction, Dystopias, Families, Juvenile fiction, Loyalty, Fiction, Grief, Courage, Practical Politics, Social classes, Love stories, Identity, Identity (Psychology), JUVENILE FICTION / Love & Romance, JUVENILE FICTION / Dystopian, Identity (Philosophical concept), Large type books, JUVENILE FICTION / Social Themes / Adolescence, JUVENILE FICTION / Girls & Women, JUVENILE FICTION / Science Fiction, JUVENILE FICTION / Social Issues / Adolescence, Conduct of life, Family life, Social Issues, Young adult fiction, Girls & Women, Adolescence, Roman, Love, Individuality, Amerikanisches Englisch, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, nyt:chapter-books=2012-05-20, New York Times bestseller, Romance fiction, Romans, nouvelles, etc. pour la jeunesse, Dystopies, Chagrin, Loyauté, Identité (Psychologie), Familles, Classes sociales, Familias, Conducta (Ética), Spanish language materials, Ficción juvenil, Distopías, Valentía"
8608740,"Department Nineteen (Department 19, #1)",Will  Hill,"Hill, Will",,1595144064,9781595144065,0,4.02,Razorbill,Hardcover,540.0,2011.0,2011.0,,2016/02/24,to-read,to-read (#30),to-read,,,,0,0,9781595144065,"Murder, Supernatural, Vampires, History, Frankenstein's monster (Fictitious character), Fiction, Juvenile fiction, Occult fiction, Supernatural, fiction, Vampires, fiction, Murder, fiction, England, fiction, Europe, history, fiction, Frankenstein (fictitious character), fiction, Children's fiction"
12456972,"The Lost Art of World Domination (Skulduggery Pleasant, #1.5)",Derek Landy,"Landy, Derek",,,,5,4.31,HarperCollins,Kindle Edition,28.0,,2011.0,,2016/02/24,,,read,,,,1,0,,No ISBN
12884237,"The End of the World (Skulduggery Pleasant, #6.5)",Derek Landy,"Landy, Derek",,0007458207,9780007458202,5,4.29,HarperCollins Children's Books,Paperback,128.0,2012.0,2012.0,,2016/02/24,,,read,,,,1,0,9780007458202,"Skulduggery Pleasant (Fictitious character), Stephanie (Fictitious character : Landy), Juvenile fiction, Fiction, Children's fiction, Wizards, fiction, Magic, fiction, Fantasy fiction"
1672727,Two-Way Street,Lauren Barnholdt,"Barnholdt, Lauren",,,9781416913184,0,3.78,Simon & Schuster Books for Young Readers,Paperback,288.0,2007.0,2007.0,,2016/02/19,to-read,to-read (#29),to-read,,,,0,0,9781416913184,"romance, College students, Interpersonal relations, Fiction, Adultery, High schools, Man-woman relationships, Automobile travel, Teenagers, Dating (Social customs), Children's fiction, Love, fiction, Interpersonal relations, fiction"
20409231,"Killer Instinct (The Naturals, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,1423168321,9781423168324,0,4.26,Disney-Hyperion,Hardcover,375.0,2014.0,2014.0,,2016/02/15,to-read,to-read (#28),to-read,,,,0,0,9781423168324,"Fiction, Criminal profilers, Serial murders, Mystery and detective stories, Children's fiction, United states, fiction, United States. Federal Bureau of Investigation, United States, Young adult fiction, Murder, fiction, Juvenile fiction, Romans, nouvelles, etc. pour la jeunesse, Profileurs (Personnes), Meurtres en série, Law & Crime, Mysteries & Detective Stories, Social Issues, Adolescence, États-Unis. Federal Bureau of Investigation, États-Unis"
18392495,The Boy Most Likely To,Huntley Fitzpatrick,"Fitzpatrick, Huntley",,0147519284,9780147519283,0,3.77,Listening Library (Audio),Audio CD,434.0,2015.0,2015.0,,2016/02/05,to-read,to-read (#27),to-read,,,,0,0,9780147519283,"Teenage boys, Man-woman relationships, Love, Teenage girls, Drug abuse, High school students, Fiction, Friendship, Alcoholism, Children's fiction, Alcoholism, fiction, Drug abuse, fiction, Love, fiction, Interpersonal relations, fiction, Romance fiction, Juvenile fiction"
